expected_gender,speaker_id,speaker_name,relative_path,row_id,word,context,text
male,char_SIMMONS,Доктор Симмонс,message/m400.mbe/000_Sheet1.csv,m400_010_010,должна,должна с тобой поделиться,"А, ты наконец вернулся. У меня есть новые данные, которыми я
должна с тобой поделиться."
female,char_DIANAMON,Дианамон,message/m400.mbe/000_Sheet1.csv,m400_030_020,был,"Ты был рядом со мной, но ничего не видел, да","Ты был рядом со мной, но ничего не видел, да. Ты понятия не
имеешь, какова тёмная сторона луны."
female,char_DIANAMON,Дианамон,message/m400.mbe/000_Sheet1.csv,m400_030_020,видел,"Ты был рядом со мной, но ничего не видел, да","Ты был рядом со мной, но ничего не видел, да. Ты понятия не
имеешь, какова тёмная сторона луны."
female,char_DIANAMON,Дианамон,message/m410.mbe/000_Sheet1.csv,m410_001_100,был,"Когда я закрыла своё сердце, ты был моим единственным доверенным","Когда я закрыла своё сердце, ты был моим единственным доверенным
лицом!"
female,char_MINERVAMON,Минервамон,message/m410.mbe/000_Sheet1.csv,m410_060_090,сделал,"Неужели он сделал с Юномон то же самое, что и с Плутомоном","Неужели он сделал с Юномон то же самое, что и с Плутомоном...?"
female,char_JUNOMON,Юномон,message/m410.mbe/000_Sheet1.csv,m410_060_200,был,вовсе не был героем,Последний Великий Страж нашего мира... вовсе не был героем...
male,char_OPERATOR_M,Оператор,message/m420.mbe/000_Sheet1.csv,m420_040_040,была,"Тебе была дана роль устранять любого, кто нарушает естественный","Тебе была дана роль устранять любого, кто нарушает естественный
закон."
female,char_JUNOMON,Юномон,message/m420.mbe/000_Sheet1.csv,m420_120_060,был,"Я до сих пор помню твоё тепло, когда ты был всего лишь яйцом","Я до сих пор помню твоё тепло, когда ты был всего лишь яйцом.
Возможность видеть тебя в этой форме окупила всё."
female,char_INORI,Инори Мисоно,message/m440.mbe/000_Sheet1.csv,m440_100_080,был,"Это был твой голос, Эгиомон, зовущий меня","Но я слышала голос. Это был твой голос, Эгиомон, зовущий меня."
male,char_OPERATOR_M,Оператор,message/rumor_npc.mbe/000_Sheet1.csv,r_t0102_0010_0020,была,Где же была эта станция,Где же была эта станция?
male,char_PASSERBY_MAN,Прохожий,message/rumor_npc.mbe/000_Sheet1.csv,r_t0107_0010_0110,должна,Правда должна выйти наружу,Правда должна выйти наружу!
male,char_PASSERBY_MAN,Прохожий,message/rumor_npc.mbe/000_Sheet1.csv,r_t0107_0020_0040,права,Уважайте наши права как граждан,Уважайте наши права как граждан!
male,char_PASSERBY_MAN,Прохожий,message/rumor_npc.mbe/000_Sheet1.csv,r_t0107_0020_0490,была,Это была видеозапись из-за стены,Это была видеозапись из-за стены ?!
female,char_DIANAMON,Дианамон,message/rumor_npc.mbe/000_Sheet1.csv,r_d0906_0020_0030,был,"О, это был ветер","О, это был ветер? Я его почти не почувствовал!"
female,char_MINERVAMON,Минервамон,message/rumor_npc.mbe/000_Sheet1.csv,r_d0906_0050_0030,готов,Ты все еще готов идти,Ты все еще готов идти? Будь начеку!
female,char_HIROKO,Хироко Сагисака,message/s010_001.mbe/000_Sheet1.csv,s010_001_250,готов,Готов помочь мне раскрыть тайну пропавших футболок,Готов помочь мне раскрыть тайну пропавших футболок?
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_100,видел,которого видел,"Говорит, сделал персонажа по образу монстра,
которого видел. Наводит на мысли, да?"
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_100,сделал,"Говорит, сделал персонажа по образу монстра,","Говорит, сделал персонажа по образу монстра,
которого видел. Наводит на мысли, да?"
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_110,сделал,"Похоже, всё, что он сделал,","Сильно сомневаюсь. Похоже, всё, что он сделал,
— это создал собственного персонажа."
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_170,получил,"я прослежу, чтобы ты получил награду","Ладно-ладно. Если поможешь,
я прослежу, чтобы ты получил награду."
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_320,должен,"значит, должен что-то понимать","Не знаю, кто это, но если он доктор,
значит, должен что-то понимать."
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_472,был,"Персонаж, который исчез, был похож на динозавра,","Персонаж, который исчез, был похож на динозавра,
сделанного из игрушечных кубиков!"
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_690,сказал,"Дигимон сказал, что ему одиноко","Дигимон сказал, что ему одиноко. Уверена,
это связано с чувствами того ребёнка."
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_710,был,"Он просто был одинок и не знал, что делать","Сомневаюсь, что дигимон хотел буянить.
Он просто был одинок и не знал, что делать."
female,char_HIROKO,Хироко Сагисака,message/s010_002.mbe/000_Sheet1.csv,s010_002_710,хотел,"Сомневаюсь, что дигимон хотел буянить","Сомневаюсь, что дигимон хотел буянить.
Он просто был одинок и не знал, что делать."
female,char_TOUDO,Асуна Широки,message/s010_003.mbe/000_Sheet1.csv,s010_003_200,был,Это была не собака и не кошка,"Это была не собака и не кошка. Если бы это был обычный животный
шум, меня бы здесь не было."
female,char_HIROKO,Хироко Сагисака,message/s010_003.mbe/000_Sheet1.csv,s010_003_510,хотел,"ему было скучно, и он хотел поиграть","Да. Скорее... ему было скучно, и он хотел поиграть. Даже сейчас
это была просто драка."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_110,был,"Как бы то ни было, внутри конверта был ключ от ячейки с монетами","Как бы то ни было, внутри конверта был ключ от ячейки с монетами
на станции Синдзюку."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_180,был,"Как бы то ни было, внутри конверта был ключ от ячейки с монетами","Как бы то ни было, внутри конверта был ключ от ячейки с монетами
на станции Синдзюку."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_330,был,"Я знаю, что это был не сон","Давай! Перестань дразнить меня! Я знаю, что это был не сон..."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_340,был,Он был на месте той большой катастрофы,"Я нашла его! Он был на месте той большой катастрофы! По крайней
мере, я почти уверена..."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_530,был,"Да, возможно, это был побочный эффект объединения миров","Да, возможно, это был побочный эффект объединения миров
Дигимонов и людей..."
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_620,сказал,Кто это сказал,Кто это сказал?!
female,char_HIROKO,Хироко Сагисака,message/s010_156.mbe/000_Sheet1.csv,s010_156_960,хотел,"Он хотел, чтобы","Как ты думаешь, почему он прислал нам эту часть? Он хотел, чтобы
мы отомстили ему?"
female,char_TOUDO,Асуна Широки,message/s010_180.mbe/000_Sheet1.csv,s010_180_310,думал,никогда даже не думал об этом,"Дигимон... и человек? Друзья? Я... никогда даже не думал об этом
раньше."
female,char_TOUDO,Асуна Широки,message/s010_180.mbe/000_Sheet1.csv,s010_180_450,сделал,"Ты это сделал, да","Ты это сделал, да? Ну ... это немного смущает."
female,char_VENUSMON,Венусмон,message/s020_013.mbe/000_Sheet1.csv,s020_013_360,должен,Он должен быть значительным,"Это драгоценный синий хрондигизойт, и подарок такой неожиданный.
Он должен быть значительным."
female,char_MINERVAMON,Минервамон,message/s070_056.mbe/000_Sheet1.csv,s070_056_040,должен,"Должен сказать, фильмы потрясающие, не так ли","Должен сказать, фильмы потрясающие, не так ли? Однако кое-что
меня все еще беспокоит!"
female,char_MINERVAMON,Минервамон,message/s070_056.mbe/000_Sheet1.csv,s070_056_320,нашел,Ты нашел для меня достойного Дигимона,"А, ты вернулся. Ну что? Ты нашел для меня достойного Дигимона?"
female,char_MINERVAMON,Минервамон,message/s070_057.mbe/000_Sheet1.csv,s070_057_040,должен,этот бой должен,"Я понимаю, почему вас это удивляет. Но ... этот бой должен
состояться."
female,char_MINERVAMON,Минервамон,message/s070_057.mbe/000_Sheet1.csv,s070_057_050,готов,Ты не готов,"Ты не готов? Ладно, тогда приходи, когда почувствуешь, что готов
к драке."
female,char_MINERVAMON,Минервамон,message/s070_057.mbe/000_Sheet1.csv,s070_057_090,готов,Готов,"Помоги мне доказать, что ничто не может сбить меня с пути
истинного. ...Готов? Приготовься к поражению!"
female,char_HIROKO,Хироко Сагисака,message/s110_103.mbe/000_Sheet1.csv,s110_103_120,был,Это был ты,"А? Это был ты? Да ладно. Я бы заметила, если бы это было
так."
female,char_HIROKO,Хироко Сагисака,message/s110_103.mbe/000_Sheet1.csv,s110_103_140,замаскирован,"Но мне интересно, почему Дигимон замаскирован под человека","Но мне интересно, почему Дигимон замаскирован под человека..."
female,char_HIROKO,Хироко Сагисака,message/s110_103.mbe/000_Sheet1.csv,s110_103_450,был,Ты был великолепен,"Я все видела! Ты был великолепен! У меня тоже есть отличные
кадры!"
female,char_VENUSMON,Венусмон,message/s110_108.mbe/000_Sheet1.csv,s110_108_420,был,"Итак, ты БЫЛ там","...Экзамен. Итак, ты БЫЛ там. Теперь я наконец-то могу тебя
видеть."
female,char_VENUSMON,Венусмон,message/s110_108.mbe/000_Sheet1.csv,s110_108_630,был,"Из-за того, что раньше ты был таким крошечным, теперь ты","Из-за того, что раньше ты был таким крошечным, теперь ты
кажешься огромным."
female,char_TOUDO,Асуна Широки,message/s200_146.mbe/000_Sheet1.csv,s200_146_060,сказал,Капитан Куреми тоже так сказал,"Капитан Куреми тоже так сказал. Вообще-то... не могли бы вы
выслушать мои жалобы?"
female,char_HIROKO,Хироко Сагисака,message/s200_147.mbe/000_Sheet1.csv,s200_147_600,должен,"должен быть босс, который приказывает искать и ловить этих","Да. должен быть босс, который приказывает искать и ловить этих
так называемых ""Укротителей""."
female,char_HIROKO,Хироко Сагисака,message/s200_149.mbe/000_Sheet1.csv,s200_149_040,уверен,"почти уверен, незаконно","Ну ... он просит меня что-то сделать. Например, что-то, что, я
почти уверен, незаконно."
female,char_HIROKO,Хироко Сагисака,message/s200_149.mbe/000_Sheet1.csv,s200_149_200,был,"Не хочу тебя расстраивать, но это был не комплимент","Не хочу тебя расстраивать, но это был не комплимент. Они
сказали, что тебе нужно пойти переодеться!"
female,char_HIROKO,Хироко Сагисака,message/s200_149.mbe/000_Sheet1.csv,s200_149_1060,видел,"Неизвестно, видел ли кто-нибудь, как мы садились в эту машину,","Неизвестно, видел ли кто-нибудь, как мы садились в эту машину,
так что нам лучше сматываться."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_240,сказал,"""Он сказал: ""Не прекращай читать из-за глупых слухов","""Однажды наш учитель Сабуро Миура услышал эту историю и
разозлился"". ""Он сказал: ""Не прекращай читать из-за глупых слухов!"""
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_250,сказал,"""Он сказал, что докажет, что это были просто разговоры, и начал","""Он сказал, что докажет, что это были просто разговоры, и начал
читать книгу у нас на глазах""."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_320,смог,"""Меня отправили жить к бабушке, и я не смог по-настоящему","""Меня отправили жить к бабушке, и я не смог по-настоящему
завести друзей ..."""
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_330,стал,"Он п-стал моим другом""","""П-Когда мне было семь, моя бабушка купила мне футбольный мяч.
Он п-стал моим другом""."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_360,сказал,"учитель попытался поговорить с ним, вот что он сказал:""","""Мистер Миура внимательно читал красную книгу"". ""Когда другой
учитель попытался поговорить с ним, вот что он сказал:"""
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_370,должен,Я п-должен прочитать эту книгу,"""Класс не имеет значения. Я п-должен прочитать эту книгу. Я
должен!"""
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_400,получил,Я получил сертификат,"""Затем я сосредоточился на учебе. Я получил сертификат
преподавателя ..."" """"... и я, нет, Сабуро, стал учителем ""."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_400,стал,"и я, нет, Сабуро, стал учителем ""","""Затем я сосредоточился на учебе. Я получил сертификат
преподавателя ..."" """"... и я, нет, Сабуро, стал учителем ""."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_590,нашел,"потом начал читать красную книгу, которую нашел на","""... потом начал читать красную книгу, которую нашел на
скамейке..."""
male,char_OPERATOR_M,Оператор,message/s910_169.mbe/000_Sheet1.csv,s910_169_640,готова,"следует разобраться, когда будешь готова","Я предполагаю, что Хироко вошла в нечто Среднее здесь. Тебе
следует разобраться, когда будешь готова."
female,char_HIROKO,Хироко Сагисака,message/s910_169.mbe/000_Sheet1.csv,s910_169_930,понял,Ты не понял,"Что? Ты не понял? Ты попал сюда чисто случайно? Думаю, мне
повезло..."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_090,был,На самом деле он был,"Он показал мне свой школьный справочник. На самом деле он был
издан восемь лет назад."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_150,готов,готов,"Что ж, тогда можешь отдохнуть. Просто позови меня, когда будешь
готов."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_670,был,таким и должен был быть график,"Я понимаю. Ты видишь, как твое будущее ""я"" преуспевает, именно
таким и должен был быть график."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_670,должен,таким и должен был быть график,"Я понимаю. Ты видишь, как твое будущее ""я"" преуспевает, именно
таким и должен был быть график."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1030,должен,"должен признать, что согласен с Ханае","Меня беспокоит потенциальный временной парадокс здесь, но я
должен признать, что согласен с Ханае."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1030,согласен,"должен признать, что согласен с Ханае","Меня беспокоит потенциальный временной парадокс здесь, но я
должен признать, что согласен с Ханае."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1240,был,должен был быть таким же,"Это потому, что ты перенесся на восемь лет в будущее. Норио
должен был быть таким же..."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1240,должен,должен был быть таким же,"Это потому, что ты перенесся на восемь лет в будущее. Норио
должен был быть таким же..."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1670,смог,"Да, это совсем не похоже на Норио, который даже не смог","Да, это совсем не похоже на Норио, который даже не смог
заплатить на своей собственной встрече выпускников..."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1720,стал,действительно стал серьезным,"Я думаю, что младший Норио беспокоился о своем будущем и
действительно стал серьезным."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1730,был,"Или, может быть, таков был план Норио с самого начала","Или, может быть, таков был план Норио с самого начала..."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1760,хотел,"чтобы получить то, что хотел","Другими словами, я думаю, что он, возможно, использовал нас,
чтобы получить то, что хотел."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1770,был,"Я бы хотела, чтобы это был сон","Я бы хотела, чтобы это был сон. Всё так запутанно, что я не
знаю, что и думать."
female,char_HIROKO,Хироко Сагисака,message/s910_170.mbe/000_Sheet1.csv,s910_170_1780,стал,"стал, он в конечном итоге добьется успеха","Возможно, он знал, что, показав свое прошлое ""я"" тем, кем он
стал, он в конечном итоге добьется успеха."
female,char_HIROKO,Хироко Сагисака,message/s910_171.mbe/000_Sheet1.csv,s910_171_200,прав,он буквально прав,"Как видишь, он немного эксцентричен, но насчёт своего гения
он буквально прав."
female,char_TOUDO,Асуна Широки,message/s910_171.mbe/000_Sheet1.csv,s910_171_610,был,Доктор Симмонс был здесь совсем недавно,Доктор Симмонс был здесь совсем недавно.
female,char_HIROKO,Хироко Сагисака,message/s910_171.mbe/000_Sheet1.csv,s910_171_1320,должен,Через восемь лет он должен превратиться в обезьяну,"Через восемь лет он должен превратиться в обезьяну... Что с ним
будет?"
female,char_INORI,Инори Мисоно,message/t02.mbe/000_Sheet1.csv,f_t0201_0200_0010,видел,"Давайте спросим вокруг, не видел ли её кто","На доктор Симмонс же лабораторный халат, да? Думаю, это будет
выделяться. Давайте спросим вокруг, не видел ли её кто."
female,char_MINERVAMON,Минервамон,message/t03.mbe/000_Sheet1.csv,f_t0302_0110_0120,уверен,Ты уверен,"Ты уверен? Бьюсь об заклад, я могла бы выжать из него ещё
немного информации... Его башка выглядит такой сжимаемой..."
male,char_OPERATOR_M,Оператор,message/t03.mbe/000_Sheet1.csv,f_t0302_0130_0010,должна,"чего-то достигла, должна быть какая-то публичная информация о ней","Учёная, работающая на общественную безопасность, да? Если она
чего-то достигла, должна быть какая-то публичная информация о ней."
female,char_INORI,Инори Мисоно,message/t03.mbe/000_Sheet1.csv,f_t0303_0090_0010,нашёл,"Кажется, Эгиомон нашёл что-то интересное там","Кажется, Эгиомон нашёл что-то интересное там..."
male,char_GLASSES_WEARING_MAN,Мужчина в очках,message/t03.mbe/000_Sheet1.csv,f_t0303_0130_0100,была,"Если бы у меня была сила, которую вы только что продемонстрировали,","Если бы у меня была сила, которую вы только что продемонстрировали,
на моей стороне...! Пожалуйста! Не пойдёте ли вы со мной?!"
male,char_OPERATOR_M,Оператор,message/t03.mbe/000_Sheet1.csv,f_t0304_0020_0040,права,"Если исследовательская группа права, и их враждебная природа подобна","Если исследовательская группа права, и их враждебная природа подобна
антителам в гиперактивной иммунной системе, это имело бы смысл, не так ли?"
male,char_OPERATOR_M,Оператор,message/t03.mbe/000_Sheet1.csv,f_t0304_0030_0040,права,"Если исследовательская группа права, и их враждебная природа подобна","Если исследовательская группа права, и их враждебная природа подобна
антителам в гиперактивной иммунной системе, это имело бы смысл, не так ли?"
female,char_INORI,Инори Мисоно,message/t04.mbe/000_Sheet1.csv,f_t0403_0120_0010,сказал,"сказал, что хочет побыть один, и ушёл на крышу","Эгиомон... сказал, что хочет побыть один, и ушёл на крышу."
female,char_INORI,Инори Мисоно,message/t04.mbe/000_Sheet1.csv,f_t0403_0190_0010,был,"Сегодня был напряжённый день, так что давай ляжем спать","Сегодня был напряжённый день, так что давай ляжем спать. Утром
нам будет о чём поговорить!"
